rainfall_1h,rainfall_6h,rainfall_24h,rainfall_3d,rainfall_7d,soil_moisture,elevation,slope,aspect,historical_landslides,land_cover_risk,landslide
8.08499733523367,26.78628307884293,101.77387285136443,166.4302959186078,221.94562014098003,0.678535582262445,4266.007899022169,29.529500354707192,328.2918611099392,2,0.45778456308135507,1
2.6206620942376704,2.2574790955949524,0.0,6.892485189499342,42.20211132161116,0.3252739214229434,3180.153949244715,6.7551239380020895,193.05026485016057,0,0.5937069684791282,0
0.26835247012812014,-2.109591497995699,0.0,44.20307315961384,135.105827078171,0.5043275230872802,2304.528767078719,19.932712287686144,28.052789799649723,3,0.278707092956606,1
36.26094528696903,91.35975613962499,163.59669256971063,402.8838612580389,777.9732411476398,0.5131210861951062,994.6735043557134,33.993561965548984,95.91598224930999,2,0.44074403771031073,1
15.876225035310311,42.22800406998764,54.31621345817071,91.32859277769525,269.1708717398829,0.5792328008236731,3477.422325528681,23.156914278120844,290.8292096623333,1,0.33374792731097086,1
9.379739268331406,22.050042700473327,37.78900150063614,70.84832764498913,84.24159932770986,0.44449234811574734,3476.580669028405,30.10245130312919,117.32386302700615,1,0.21309326618237365,1
7.984002264727784,21.289567688353717,44.659538815393965,129.07513105499186,249.8870671791708,0.8260157669477627,3663.4839048570248,20.259475370186582,7.0769823452606495,3,0.5414817130550833,1
9.212953034915612,16.296642651035935,49.67122475397891,121.30595219468397,156.0095724426498,0.5741377453487059,2655.045546417887,1.9878209244480005,295.3861064252844,1,0.3857069211313829,0
6.706206417855928,16.083277830583913,32.70784920857684,51.63856321278474,47.27539713958133,0.32414631155786466,1520.1297865263236,49.4705638229076,127.14322022006151,2,0.6314242195142783,0
7.002114775540213,8.665369896067105,0.0,0.0,9.50623927290732,0.46168978833073393,1886.4406283678027,23.262537235875627,13.71534938795493,0,0.7327329583716192,0
7.747802688970321,10.096962030855895,30.012592536430546,18.70680474086825,0.0,0.39085086764642174,1852.121968700117,24.929841343032415,188.64404126853339,2,0.7376767153485365,1
6.370800205524879,21.62733119377635,58.020568965476855,157.34666933409534,327.11121707902174,0.5755264831377273,310.15150820812227,1.649570984485997,139.02390265795967,2,0.7968121334535021,0
5.256411929504577,18.376544116994328,38.379330895005644,90.57893449983727,246.05017180985357,0.7368899718498922,2828.9518413582055,42.65616374660554,4.722350148754351,3,0.7915565346506097,1
6.986309728840062,22.112148017981113,65.11313316556213,141.08055700828965,178.70353303779586,0.40080505156029955,645.5155875602894,27.353793704298564,198.49370443084942,3,0.48098740902663367,1
13.818872685555892,33.81385231072611,55.89891571949144,107.7258723796717,146.22588631701603,0.5930520096396232,1137.3444825630352,25.90501145370131,85.23645849256911,2,0.35520977135007403,1
1.9748563633406298,-4.145224529742838,0.0,2.9669694693197095,28.492903605861066,0.6272551036210837,3945.218248261693,6.710306216342546,48.12738320604468,1,0.6125999228575711,0
28.507872827858808,93.3984171619171,252.99958205393446,519.1110094748468,783.0528081011939,0.238716183589326,3835.372780773906,27.524282234668178,192.79116060792205,2,0.26284281436085943,1
42.96709666701096,134.65811606970502,297.0385597555212,512.6560135876451,835.1840986554399,0.12833432425378766,1278.4711139558092,12.630332901023074,210.82493678347524,1,0.7189407013791771,1
21.213036961175295,34.81562231447847,55.439470130603404,105.4711817442844,134.53136932813223,0.3201998976888642,2695.7016462266442,18.282641058825867,159.55020323790652,1,0.31866354095973637,1
43.75666666577012,82.95106715769437,158.10044149741285,477.2100624803687,975.5750289588348,0.6229051249408811,4112.051488444224,5.93696987019675,307.6225683476975,1,0.6538688613220893,1
3.071261133735076,-6.810680671020618,0.0,2.4905394671419967,0.05403262443750556,0.25294010062715905,3807.956873745462,8.696345007025547,202.0631713600761,2,0.381941805612756,1
6.922021458912349,18.10066721385801,44.771767987810904,125.61527337652912,164.99377202385696,0.6909831819221771,2795.875794151456,6.752480769957762,3.104976461938338,0,0.8630413533141122,1
5.437970715357894,7.587308439117622,20.394745579070086,50.02359119797913,52.24801088224381,0.716935084721939,3639.7341871636895,13.750260925928849,136.96860476902597,1,0.480739462464175,0
32.44243699161498,110.61998387659335,309.4472549410541,523.6801201465249,639.6748055645943,0.6745413897503184,4018.47881270885,17.935343156203665,55.993750575567255,4,0.5981481412876374,1
19.611347802483106,66.09358460296488,107.8636301212508,210.6976913679633,270.5645801951148,0.21006307664628046,2357.7332738604487,10.519842003801626,164.6319216066397,0,0.49891149743698404,1
